payment_month_year,merchant_id,total_order_count,order_count_w_delivery,order_count_w_rto,email,email_cc,name,rto_invoiced,reminder_sent,rto_amount,invoice_status,status,order_percentage
2023-11,HD1eg1yHtJmz5O,324,323,51,ibcorporation@live.com,,I B CORPORATION,2024-01-07,2023-12-28,5100.0,Success,,0.9969
2023-11,HJHvrI58d1PqIe,1826,1721,681,japjeet@fflirtygo.com,,Graffiti,2023-12-14,,54480.0,Success,,0.9425
2023-11,HakfWT9UoxpRxO,162,102,54,organikobl@gmail.com,,BEAUTILISHIYA PRODUCTS PRIVATE LIMITED,,2024-11-14,270.0,,Pending status,0.6296
2023-11,HkhexJSLXjxnVH,12,5,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-11-14,0.0,,Pending status,0.4167
2023-11,HwvQnDULtFSfih,211,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.0
2023-11,ICmqJzaoWUpyj6,27,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-11-14,0.0,,Pending status,0.0
2023-11,IEJDxs6E57EG8a,154,154,29,info@7-10.in,,Sanghvi Erectors Pvt Limited,2023-12-21,2023-12-14,3625.0,Success,,1.0
2023-11,IJosFOZfgVbMAM,515,509,70,krish@assemblytravel.com ,adarsh@assemblytravel.com,DISMANTLE DIGITAL PRIVATE LIMITED,2024-02-29,2024-02-28,23100.0,Success,,0.9883
2023-11,INmSeldc63QJ9j,469,70,32,kayaeretailpvtltd@gmail.com,,KAYAERETAIL,,2024-11-14,3200.0,,Pending status,0.1493
2023-11,IRNe12O1nqpPQL,426,0,0,jovita@bartisans.in,,ROUND THE COCKTAILS PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.0
2023-11,ITMw84kujaCKhO,619,87,87,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-11-14,21750.0,,Pending status,0.1405
2023-11,IoHIhwtDlPuhkJ,50,0,0,sixbyelevenstudio@gmail.com,,Divyesh Doshi HUF,,2024-11-14,0.0,,Pending status,0.0
2023-11,J48RMdC1b73dYg,734,418,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.5695
2023-11,JNrymGlbgxRl04,42,42,4,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2023-12-14,,194.35,Success,,1.0
2023-11,Je6WBJUrSvp7Ut,95,92,12,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,2023-12-14,,1500.0,Success,,0.9684
2023-11,JkuJOHbtFLHR1p,406,206,16,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,2024-04-24,2024-04-14,1600.0,Success,Manual_Override,0.5074
2023-11,KABgOiTSz8qYnv,94,94,33,smilignerscorp@gmail.com,,Smiligners,2023-12-14,,270.0,Success,,1.0
2023-11,KSNr9V17ZQl5YV,309,305,5,admin@clanshoes.com,,C7 COMMERCE PRIVATE LIMITED,2023-12-14,,1400.0,Success,,0.9871
2023-11,KV9N7Dk5Fe5OSm,326,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-11-14,0.0,,Pending status,0.0
2023-11,Kb86PrdlM26Wf5,216,216,94,abdul.shoeb@goatbrandlabs.com,,GBL RIGEL PRIVATE LIMITED,2023-12-30,2023-12-28,7050.0,Success,,1.0
2023-11,KcOxexsd6DtRgb,14,10,8,natureplants07@gmail.com,,Nature Plants,,2024-11-14,60.0,,Pending status,0.7143
2023-12,AgY9h3XkrOi3Iz,1686,1345,0,ankit.jain@wonderchef.in ,ashwini.rane@wonderchef.in,TREASURE RETAIL PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.7977
2023-12,CjaeQlPFXFvaLN,1249,1249,196,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2024-01-14,,10959.48,Success,,1.0
2023-12,CtHTcKWCa4ZDeF,49,45,5,shwetashivkumar@ymail.com,,whysoblue,2024-01-14,,1000.0,Success,,0.9184
2023-12,CyFgPUrwzJ5VhG,705,640,101,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2024-05-30,2024-05-14,8080.0,Success,Successful,0.9078
2023-12,DRA8pvry1C4oTC,1047,1044,82,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2024-01-14,,10250.0,Success,,0.9971
2023-12,DUKiYoYvbaUXud,8,8,2,folliculartechnologies@gmail.com,,follicular technologies private limited,2024-01-31,2024-01-28,150.0,Success,,1.0
2023-12,DkYdOAXPbbqFwT,516,516,75,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2024-01-14,,4500.0,Success,,1.0
2023-12,Dq7VZ3fMp7qQQ7,1132,1119,207,sugandhini@thehadenaturals.com,,The Hade,2024-01-14,,14322.83,Success,,0.9885
2023-12,E2NWmnnFI68dlm,68,67,3,tasuvure@gmail.com,arnavsaraf1309@gmail.com,HI LIFE EXPORTS PRIVATE LIMITED,2024-02-01,2024-01-28,1050.0,Success,,0.9853
2023-12,EJu3xUe1qpgeB8,226,194,51,gauravkhurana1987@gmail.com,,Aganya Kreations,2024-01-14,,6375.0,Success,,0.8584
2023-12,EyqQxodBBBYpm6,1379,1348,429,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,2024-07-11,2024-06-28,34320.0,Success,Successful,0.9775
2023-12,FGmEEx9rbF5e8F,86,86,23,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2024-01-29,2024-01-28,1350.0,Success,,1.0
2023-12,FQLy8isl8cBT4q,2960,2400,550,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,2024-02-17,2024-02-14,30250.0,Success,,0.8108
2023-12,FR2kZCaWIQTnDn,222,220,63,ratnakar@guniaa.com ,niladri@guniaa.com,GUNIAA,2024-09-04,,7560.0,Success,Successful,0.991
2023-12,FiVc88jM7AeSta,98,3,3,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-11-14,750.0,,Pending status,0.0306
2023-12,G4WBGNh0UU0RUp,1041,853,177,support@stylefeathers.com,,Style Feathers,2024-01-14,,9075.27,Success,,0.8194
2023-12,G6XfSND0uWWQzn,9,0,0,ashwath@advaitindia.com,,Advait Fashion Management Pvt Ltd,,2024-11-14,0.0,,Pending status,0.0
2023-12,GU1l44CZy5ajTk,3,0,0,info@quickpharmacy.in,,BOXOFHEALTH INDIA PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.0
2023-12,GX2Z0I7L07K19g,22,0,0,"info@notsosure.in
",,NOTSOSURE,,2024-11-14,0.0,,Pending status,0.0
2023-12,GYxvSchZt2syEE,586,0,0,divakar.venkat@hh.global,,HEALTH AND HAPPINESS (H&H) TRADING INDIA PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.0
2023-12,GaFX8ZqIdqtVd0,246,206,0,wearhousewolves@gmail.com,,Wearhouse wolves,,2024-11-14,0.0,,Incorrect status,0.8374
2023-12,Glk1BQ6cvvA8DJ,816,770,220,jhashankgupta@gmail.com,,Lazo,2024-01-14,,17600.0,Success,,0.9436
2023-12,HD1eg1yHtJmz5O,300,296,48,ibcorporation@live.com,,I B CORPORATION,2024-01-14,,4800.0,Success,,0.9867
2023-12,HJHvrI58d1PqIe,4773,4196,1878,japjeet@fflirtygo.com,,Graffiti,2024-01-14,,150240.0,Success,,0.8791
2023-12,HkhexJSLXjxnVH,12,9,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-11-14,0.0,,Pending status,0.75
2023-12,HwvQnDULtFSfih,149,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.0
2023-12,ICmqJzaoWUpyj6,40,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-11-14,0.0,,Pending status,0.0
2023-12,IEJDxs6E57EG8a,124,124,24,info@7-10.in,,Sanghvi Erectors Pvt Limited,2024-02-14,2024-01-28,3000.0,Success,,1.0
2023-12,IJosFOZfgVbMAM,189,189,26,krish@assemblytravel.com ,adarsh@assemblytravel.com,DISMANTLE DIGITAL PRIVATE LIMITED,2024-02-29,2024-02-28,7700.0,Success,,1.0
2023-12,INmSeldc63QJ9j,362,35,3,kayaeretailpvtltd@gmail.com,,KAYAERETAIL,,2024-11-14,300.0,,Pending status,0.0967
2023-12,IRNe12O1nqpPQL,691,0,0,jovita@bartisans.in,,ROUND THE COCKTAILS PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.0
2023-12,ITMw84kujaCKhO,583,39,39,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-11-14,9750.0,,Pending status,0.0669
2023-12,IoHIhwtDlPuhkJ,202,0,0,sixbyelevenstudio@gmail.com,,Divyesh Doshi HUF,,2024-11-14,0.0,,Pending status,0.0
2023-12,J48RMdC1b73dYg,676,409,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-11-14,0.0,,Pending status,0.605
2023-12,JNrymGlbgxRl04,84,84,10,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2024-01-14,,573.8100000000001,Success,,1.0
2023-12,Je6WBJUrSvp7Ut,81,77,11,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,2024-01-17,2024-01-14,1375.0,Success,,0.9506
2023-12,JkuJOHbtFLHR1p,133,96,5,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,2024-04-24,2024-04-14,500.0,Success,Manual_Override,0.7218
2023-12,KABgOiTSz8qYnv,146,146,48,smilignerscorp@gmail.com,,Smiligners,2024-01-14,,120.0,Success,,1.0
2023-12,KSNr9V17ZQl5YV,149,147,3,admin@clanshoes.com,,C7 COMMERCE PRIVATE LIMITED,2024-01-14,,1050.0,Success,,0.9866
2023-12,KV9N7Dk5Fe5OSm,381,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-10-28,0.0,,Pending status,0.0
2023-12,Kb86PrdlM26Wf5,275,257,104,abdul.shoeb@goatbrandlabs.com,,GBL RIGEL PRIVATE LIMITED,2024-01-21,2024-01-14,7800.0,Success,,0.9345
2023-12,KcOxexsd6DtRgb,35,33,22,natureplants07@gmail.com,,Nature Plants,2024-01-14,,180.0,Success,,0.9429
2024-01,AgY9h3XkrOi3Iz,1517,1086,0,ankit.jain@wonderchef.in ,ashwini.rane@wonderchef.in,TREASURE RETAIL PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.7159
2024-01,CjaeQlPFXFvaLN,698,698,93,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2024-02-14,,5030.580000000002,Success,,1.0
2024-01,CtHTcKWCa4ZDeF,60,59,4,shwetashivkumar@ymail.com,,whysoblue,2024-02-14,,800.0,Success,,0.9833
2024-01,CyFgPUrwzJ5VhG,862,838,119,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2024-02-14,,9520.0,Success,,0.9722
2024-01,DRA8pvry1C4oTC,1357,1354,124,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2024-02-14,,15500.0,Success,,0.9978
2024-01,DUKiYoYvbaUXud,1230,1212,250,folliculartechnologies@gmail.com,,follicular technologies private limited,2024-02-14,,18750.0,Success,,0.9854
2024-01,DkYdOAXPbbqFwT,451,445,57,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2024-02-14,,3420.0,Success,,0.9867
2024-01,Dq7VZ3fMp7qQQ7,1078,1069,182,sugandhini@thehadenaturals.com,,The Hade,2024-02-14,,12278.82,Success,,0.9917
2024-01,E2NWmnnFI68dlm,85,85,8,tasuvure@gmail.com,arnavsaraf1309@gmail.com,HI LIFE EXPORTS PRIVATE LIMITED,2024-04-23,2024-04-14,2800.0,Success,Successful,1.0
2024-01,EJIXcnbMpszHqe,941,941,137,supriyamalik@indulgeoessentials.com ,,Indulgeo Essentials,2024-03-28,,17325.0,Success,Successful,1.0
2024-01,EJu3xUe1qpgeB8,193,193,29,gauravkhurana1987@gmail.com,,Aganya Kreations,2024-02-15,2024-02-14,3625.0,Success,,1.0
2024-01,EyqQxodBBBYpm6,863,835,219,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,2024-07-11,2024-06-28,17520.0,Success,Successful,0.9676
2024-01,FGmEEx9rbF5e8F,198,198,37,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2024-02-16,2024-02-14,1650.0,Success,,1.0
2024-01,FQLy8isl8cBT4q,1509,1305,287,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,2024-02-20,2024-02-14,15785.0,Success,,0.8648
2024-01,FR2kZCaWIQTnDn,1325,1316,96,ratnakar@guniaa.com ,niladri@guniaa.com,GUNIAA,2024-09-04,,11520.0,Success,Successful,0.9932
2024-01,FiVc88jM7AeSta,134,6,6,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-10-28,1500.0,,Pending status,0.0448
2024-01,G4WBGNh0UU0RUp,2097,1778,343,support@stylefeathers.com,,Style Feathers,2024-02-14,,17318.190000000002,Success,,0.8479
2024-01,G6XfSND0uWWQzn,9,0,0,ashwath@advaitindia.com,,Advait Fashion Management Pvt Ltd,,2024-10-28,0.0,,Pending status,0.0
2024-01,GGONsupA74tYXV,6,0,0,info@digitalsellpro.com,sunny.makhija@digitalsellpro.com ,SELLPRO COMMERCE PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-01,GU1l44CZy5ajTk,2,0,0,info@quickpharmacy.in,,BOXOFHEALTH INDIA PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-01,GX2Z0I7L07K19g,24,0,0,"info@notsosure.in
",,NOTSOSURE,,2024-10-28,0.0,,Pending status,0.0
2024-01,GYxvSchZt2syEE,938,0,0,divakar.venkat@hh.global,,HEALTH AND HAPPINESS (H&H) TRADING INDIA PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-01,GaFX8ZqIdqtVd0,35,28,0,wearhousewolves@gmail.com,,Wearhouse wolves,,2024-10-28,0.0,,Incorrect status,0.8
2024-01,Glk1BQ6cvvA8DJ,763,744,207,jhashankgupta@gmail.com,,Lazo,2024-02-14,,16560.0,Success,,0.9751
2024-01,HD1eg1yHtJmz5O,180,178,16,ibcorporation@live.com,,I B CORPORATION,2024-02-16,2024-02-14,1600.0,Success,,0.9889
2024-01,HJHvrI58d1PqIe,2370,1691,597,japjeet@fflirtygo.com,,Graffiti,,2024-10-28,47760.0,,Pending status,0.7135
2024-01,HkhexJSLXjxnVH,17,8,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-10-28,0.0,,Pending status,0.4706
2024-01,HwvQnDULtFSfih,254,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-01,ICmqJzaoWUpyj6,34,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-10-28,0.0,,Pending status,0.0
2024-01,IEJDxs6E57EG8a,146,124,22,info@7-10.in,,Sanghvi Erectors Pvt Limited,2024-02-24,2024-02-14,2750.0,Success,,0.8493
2024-01,IJosFOZfgVbMAM,50,49,8,krish@assemblytravel.com ,adarsh@assemblytravel.com,DISMANTLE DIGITAL PRIVATE LIMITED,2024-03-07,2024-02-28,2450.0,Success,Successful,0.98
2024-01,INmSeldc63QJ9j,390,390,55,kayaeretailpvtltd@gmail.com,,KAYAERETAIL,2024-09-15,2024-08-28,5500.0,Success,Successful,1.0
2024-01,IRNe12O1nqpPQL,500,0,0,jovita@bartisans.in,,ROUND THE COCKTAILS PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-01,ITMw84kujaCKhO,445,0,0,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-10-28,0.0,,Pending status,0.0
2024-01,IoHIhwtDlPuhkJ,107,1,0,sixbyelevenstudio@gmail.com,,Divyesh Doshi HUF,,2024-10-28,0.0,,Pending status,0.0093
2024-01,J48RMdC1b73dYg,631,429,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.6799
2024-01,JNrymGlbgxRl04,303,303,24,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2024-02-14,,1302.33,Success,,1.0
2024-01,Je6WBJUrSvp7Ut,64,60,9,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,2024-02-14,,1125.0,Success,,0.9375
2024-01,JkuJOHbtFLHR1p,125,0,0,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,,2024-10-28,0.0,,Pending status,0.0
2024-01,KABgOiTSz8qYnv,1,1,0,smilignerscorp@gmail.com,,Smiligners,,2024-10-28,0.0,,Incorrect status,1.0
2024-01,KSNr9V17ZQl5YV,189,186,0,admin@clanshoes.com,,C7 COMMERCE PRIVATE LIMITED,,2024-10-28,0.0,,Incorrect status,0.9841
2024-01,KV9N7Dk5Fe5OSm,200,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-01,Kb86PrdlM26Wf5,369,340,156,abdul.shoeb@goatbrandlabs.com,,GBL RIGEL PRIVATE LIMITED,2024-03-01,2024-02-28,11700.0,Success,Successful,0.9214
2024-01,NEEDBMIuj4musE,77,65,13,"team@poshpantsclub.com, jhashankgupta@gmail.com",,Posh Pants Club,2024-02-14,,1300.0,Success,,0.8442
2024-02,4af5pL6Gz4AElE,3,0,0,kausshal@teabox.com,diwaker@teabox.com,Teabox,,2024-10-28,0.0,,Pending status,0.0
2024-02,AgY9h3XkrOi3Iz,1715,1068,1,ankit.jain@wonderchef.in ,ashwini.rane@wonderchef.in,TREASURE RETAIL PRIVATE LIMITED,,2024-10-28,80.0,,Pending status,0.6227
2024-02,ChdCdGm7TvuVk6,12,0,0,dharini.bajaj@imaginemarketingindia.com,,IMAGINE MARKETING LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-02,CjaeQlPFXFvaLN,1150,1150,174,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2024-03-14,,10235.61,Success,Successful,1.0
2024-02,CtHTcKWCa4ZDeF,10,8,0,shwetashivkumar@ymail.com,,whysoblue,,2024-10-28,0.0,,Incorrect status,0.8
2024-02,CyFgPUrwzJ5VhG,649,614,77,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2024-03-14,,6160.0,Success,Successful,0.9461
2024-02,DRA8pvry1C4oTC,1565,1563,157,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2024-03-14,,19625.0,Success,Successful,0.9987
2024-02,DUKiYoYvbaUXud,3483,3404,756,folliculartechnologies@gmail.com,,follicular technologies private limited,2024-03-14,,56700.0,Success,Successful,0.9773
2024-02,DkYdOAXPbbqFwT,985,984,194,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2024-03-14,,11640.0,Success,Successful,0.999
2024-02,Dq7VZ3fMp7qQQ7,1343,1340,194,sugandhini@thehadenaturals.com,,The Hade,2024-03-14,,13270.940000000002,Success,Successful,0.9978
2024-02,E2NWmnnFI68dlm,48,48,2,tasuvure@gmail.com,arnavsaraf1309@gmail.com,HI LIFE EXPORTS PRIVATE LIMITED,2024-04-23,2024-04-14,700.0,Success,Successful,1.0
2024-02,EJIXcnbMpszHqe,2989,2959,456,supriyamalik@indulgeoessentials.com ,,Indulgeo Essentials,2024-03-28,,63800.0,Success,Successful,0.99
2024-02,EJu3xUe1qpgeB8,176,164,30,gauravkhurana1987@gmail.com,,Aganya Kreations,2024-05-19,2024-05-14,3750.0,Success,Successful,0.9318
2024-02,EyqQxodBBBYpm6,659,649,135,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,2024-07-11,2024-06-28,10800.0,Success,Successful,0.9848
2024-02,FGmEEx9rbF5e8F,168,168,30,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2024-03-15,2024-03-14,1425.0,Success,Successful,1.0
2024-02,FQLy8isl8cBT4q,1657,1438,266,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,2024-03-14,,14630.0,Success,Successful,0.8678
2024-02,FiVc88jM7AeSta,129,5,5,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-10-28,1250.0,,Pending status,0.0388
2024-02,G4WBGNh0UU0RUp,1592,1347,281,support@stylefeathers.com,,Style Feathers,2024-03-14,,14951.330000000002,Success,Successful,0.8461
2024-02,G6XfSND0uWWQzn,6,0,0,ashwath@advaitindia.com,,Advait Fashion Management Pvt Ltd,,2024-10-28,0.0,,Pending status,0.0
2024-02,GGONsupA74tYXV,10,1,0,info@digitalsellpro.com,sunny.makhija@digitalsellpro.com ,SELLPRO COMMERCE PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.1
2024-02,GYxvSchZt2syEE,938,0,0,divakar.venkat@hh.global,,HEALTH AND HAPPINESS (H&H) TRADING INDIA PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-02,Glk1BQ6cvvA8DJ,859,844,225,jhashankgupta@gmail.com,,Lazo,2024-03-14,,18000.0,Success,Successful,0.9825
2024-02,HD1eg1yHtJmz5O,222,220,23,ibcorporation@live.com,,I B CORPORATION,2024-04-19,2024-04-14,2300.0,Success,Successful,0.991
2024-02,HJHvrI58d1PqIe,769,656,86,japjeet@fflirtygo.com,,Graffiti,2024-03-14,,6880.0,Success,Successful,0.8531
2024-02,HakfWT9UoxpRxO,5,2,1,organikobl@gmail.com,,BEAUTILISHIYA PRODUCTS PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.4
2024-02,HkhexJSLXjxnVH,8,4,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-10-28,0.0,,Pending status,0.5
2024-02,HwvQnDULtFSfih,185,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-02,ICmqJzaoWUpyj6,30,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-10-28,0.0,,Pending status,0.0
2024-02,IEJDxs6E57EG8a,116,114,14,info@7-10.in,,Sanghvi Erectors Pvt Limited,2024-04-08,2024-03-14,1750.0,Success,Successful,0.9828
2024-02,INmSeldc63QJ9j,311,311,49,kayaeretailpvtltd@gmail.com,,KAYAERETAIL,2024-09-11,2024-08-28,4900.0,Success,Successful,1.0
2024-02,IRNe12O1nqpPQL,1087,0,0,jovita@bartisans.in,,ROUND THE COCKTAILS PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-02,ITMw84kujaCKhO,482,26,0,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-10-28,0.0,,Pending status,0.0539
2024-02,IoHIhwtDlPuhkJ,184,0,0,sixbyelevenstudio@gmail.com,,Divyesh Doshi HUF,,2024-10-28,0.0,,Pending status,0.0
2024-02,J48RMdC1b73dYg,449,278,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.6192
2024-02,JNrymGlbgxRl04,533,533,48,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2024-03-14,,2856.71,Success,Successful,1.0
2024-02,Je6WBJUrSvp7Ut,66,55,12,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,2024-03-14,,1500.0,Success,Successful,0.8333
2024-02,JkuJOHbtFLHR1p,497,0,0,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,,2024-10-28,0.0,,Pending status,0.0
2024-02,KSNr9V17ZQl5YV,35,35,1,admin@clanshoes.com,,C7 COMMERCE PRIVATE LIMITED,2024-03-14,,350.0,Success,Successful,1.0
2024-02,KV9N7Dk5Fe5OSm,52,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-02,Kb86PrdlM26Wf5,322,287,124,abdul.shoeb@goatbrandlabs.com,,GBL RIGEL PRIVATE LIMITED,2024-03-28,2024-03-14,9300.0,Success,Successful,0.8913
2024-02,NEEDBMIuj4musE,113,110,19,"team@poshpantsclub.com, jhashankgupta@gmail.com",,Posh Pants Club,2024-03-14,,1900.0,Success,Successful,0.9735
2024-03,AgY9h3XkrOi3Iz,415,205,0,ankit.jain@wonderchef.in ,ashwini.rane@wonderchef.in,TREASURE RETAIL PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.494
2024-03,ChdCdGm7TvuVk6,3,0,0,dharini.bajaj@imaginemarketingindia.com,,IMAGINE MARKETING LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-03,CjaeQlPFXFvaLN,1225,1225,162,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2024-04-14,,9265.36,Success,Successful,1.0
2024-03,CtHTcKWCa4ZDeF,10,8,2,shwetashivkumar@ymail.com,,whysoblue,2024-04-14,,400.0,Success,Successful,0.8
2024-03,CyFgPUrwzJ5VhG,772,737,105,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2024-04-14,,8400.0,Success,Successful,0.9547
2024-03,DRA8pvry1C4oTC,1141,1141,74,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2024-04-14,,9250.0,Success,Successful,1.0
2024-03,DUKiYoYvbaUXud,2668,2536,435,folliculartechnologies@gmail.com,,follicular technologies private limited,2024-04-14,,17475.0,Success,Successful,0.9505
2024-03,DkYdOAXPbbqFwT,546,542,70,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2024-04-14,,4200.0,Success,Successful,0.9927
2024-03,Dq7VZ3fMp7qQQ7,2071,2034,390,sugandhini@thehadenaturals.com,,The Hade,2024-04-14,,21546.300000000003,Success,Successful,0.9821
2024-03,E2NWmnnFI68dlm,2,2,0,tasuvure@gmail.com,arnavsaraf1309@gmail.com,HI LIFE EXPORTS PRIVATE LIMITED,,2024-10-28,0.0,,Incorrect status,1.0
2024-03,EJIXcnbMpszHqe,870,870,157,supriyamalik@indulgeoessentials.com ,,Indulgeo Essentials,2024-04-14,,30525.0,Success,Successful,1.0
2024-03,EJu3xUe1qpgeB8,157,147,27,gauravkhurana1987@gmail.com,,Aganya Kreations,2024-05-19,2024-05-14,3375.0,Success,Successful,0.9363
2024-03,EyqQxodBBBYpm6,548,541,122,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,2024-07-11,2024-06-28,9760.0,Success,Successful,0.9872
2024-03,FGmEEx9rbF5e8F,138,128,17,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2024-04-17,2024-04-14,675.0,Success,Successful,0.9275
2024-03,FQLy8isl8cBT4q,1103,966,188,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,2024-04-14,,10340.0,Success,Successful,0.8758
2024-03,FiVc88jM7AeSta,119,0,0,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-10-28,0.0,,Pending status,0.0
2024-03,G4WBGNh0UU0RUp,531,444,79,support@stylefeathers.com,,Style Feathers,2024-04-14,,4080.62,Success,Successful,0.8362
